,program,start_time,start_dt_object,end_time,end_dt_object,play_time,artist,artist_url,track,album,album_url,label,label_url,type
0,C-Sides,Tue Jan 22 2019 1:00am,2019-01-22 01:00:00,Tue Jan 22 2019 3:00am,2019-01-22 03:00:00,1:08am,Beckett,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156999#here,“A Rainbow's Gold”,Beckett,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446127#here,(Second Harvest 2008),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=11540#here,
0,C-Sides,Tue Jan 22 2019 1:00am,2019-01-22 01:00:00,Tue Jan 22 2019 3:00am,2019-01-22 03:00:00,1:13am,Kazutoki Umezu KIKI Band,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=91544#here,“Day/Break/Night/Shift”,Coyote,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446130#here,(Zott 2013),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=48344#here,
0,Universal Default,Tue Jan 22 2019 3:00am,2019-01-22 03:00:00,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,3:02am,Ryan Fontaine ft Urarider,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=108139#here,“Monkey Puzzle”,"12"" Picture Disk",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=299323#here,(Self-Released / Psychic Sounds 2013),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=57475#here,
0,Universal Default,Tue Jan 22 2019 3:00am,2019-01-22 03:00:00,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,3:08am,John Duncan,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=71608#here,“The House on Highland Avenue”,Bitter Earth,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=288927#here,(iDEAL 2016),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=55611#here,
0,Universal Default,Tue Jan 22 2019 3:00am,2019-01-22 03:00:00,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,3:23am,FRANCE,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=123494#here,“Face 1”,OTT,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446058#here,(Mental Groove Records 2019),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=60984#here,N 
0,Universal Default,Tue Jan 15 2019 3:00am,2019-01-15 03:00:00,Tue Jan 15 2019 5:00am,2019-01-15 05:00:00,3:00am,Ryan Fontaine ft Urarider,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=108139#here,“Monkey Puzzle”,"12"" Picture Disk",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=299323#here,(Self-Released / Psychic Sounds 2013),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=57475#here,
0,Universal Default,Tue Jan 15 2019 3:00am,2019-01-15 03:00:00,Tue Jan 15 2019 5:00am,2019-01-15 05:00:00,3:05am,Bellerophone,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156381#here,“Side A Tape Loop 1”,7,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=444330#here,(Attenuation Circuit 2019),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=79444#here,N 
0,Universal Default,Tue Jan 15 2019 3:00am,2019-01-15 03:00:00,Tue Jan 15 2019 5:00am,2019-01-15 05:00:00,3:18am,Acid Cannibals,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156384#here,“I Put My Fist in the Air and I Disappear”,"Why Not Every Night? 7""",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=444336#here,(At War With False Noise 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=75257#here,
0,The Audio Pharm,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,5:00am,Grateful Dead,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=195#here,“Cold Rain & Snow”,Grateful Dead,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=7767#here,(Warner Bros. 1967),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=76#here,
0,The Audio Pharm,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,5:03am,King Crimson,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=5031#here,"“Moonchild (Including ""The Dream"" and ""The Illusion"")”",In the Court of the Crimson King (Expanded Edition),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=177360#here,(Atlantic 1969),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=183#here,
0,The Audio Pharm,Tue Jan 22 2019 5:00am,2019-01-22 05:00:00,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,5:15am,King Missle,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=30022#here,“Eating People”,The Psychopathology of Everyday Life,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446595#here,(Instinct Records),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=1023#here,
0,Rocket 88,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,7:00am,Beatenberg & TRESOR,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=157137#here,“Aphrodite”,12 Views of Beatenberg,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446604#here,(Universal-Island Records Ltd. 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=10414#here,N 
0,Rocket 88,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,7:04am,William Alexander,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=88081#here,“Inside Shakes”,Strangest Things,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=235303#here,(Yellow K 2015),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=46480#here,
0,Rocket 88,Tue Jan 22 2019 7:00am,2019-01-22 07:00:00,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,7:07am,WOOZE,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=157140#here,“Hello Can You Go”,Hello Can You Go - Single,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446607#here,(Young Poet Records 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=84303#here,
0,Rocket 88,Tue Jan 15 2019 7:00am,2019-01-15 07:00:00,Tue Jan 15 2019 10:00am,2019-01-15 10:00:00,7:00am,Kentucky Knife Fight,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=372#here,“I Can't Stand This”,We're All Nameless Here,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=476#here,(self-released 2010),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=427#here,L
0,Rocket 88,Tue Jan 15 2019 7:00am,2019-01-15 07:00:00,Tue Jan 15 2019 10:00am,2019-01-15 10:00:00,7:05am,Chastity,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156775#here,“Heaven Hell Anywhere Else”,Death Lust,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=445411#here,(Royal Mountain Records 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=27195#here,
0,Rocket 88,Tue Jan 15 2019 7:00am,2019-01-15 07:00:00,Tue Jan 15 2019 10:00am,2019-01-15 10:00:00,7:08am,East River Pipe,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=17416#here,"“Shiny, Shiny Pimpmobile”",The Gasoline Age,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=445414#here,(Merge Records 1999),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=255#here,
0,Sittin' On Top of the World,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,Tue Jan 22 2019 12:00pm,2019-01-22 12:00:00,10:00am,Royer's One Man Band,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=138721#here,“Honey Babe”,Mechanical One-Man Bluegrass and Country Music,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=393709#here,(Royer's One Man Band 2004),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=74713#here,
0,Sittin' On Top of the World,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,Tue Jan 22 2019 12:00pm,2019-01-22 12:00:00,10:05am,Lonesome Joseph,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=157104#here,“I Ain't Got Nobody”,One Man Blues Band,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446466#here,,,
0,Sittin' On Top of the World,Tue Jan 22 2019 10:00am,2019-01-22 10:00:00,Tue Jan 22 2019 12:00pm,2019-01-22 12:00:00,10:09am,Lonesome Shack,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=81113#here,“Past the Ditch”,Past the Ditch - Single,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=442761#here,(Alive Naturalsound www.alive-records.com 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=20783#here,
0,The Other One,Tue Jan 15 2019 12:00pm,2019-01-15 12:00:00,Tue Jan 15 2019 2:00pm,2019-01-15 14:00:00,12:02pm,Greensky Bluegrass,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=22219#here,“Steam Powered Aeroplane/Texas Gales”,Less Than Supper,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=353363#here,(Big Blue Zoo Records www.greenskybluegrass.com 2006),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=21928#here,
0,The Other One,Tue Jan 15 2019 12:00pm,2019-01-15 12:00:00,Tue Jan 15 2019 2:00pm,2019-01-15 14:00:00,12:09pm,Sam Bush,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=155#here,“Memphis in the Meantime”,Ice Caps: Peaks of Telluride,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=50198#here,(Sugar Hill Records 2000),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=117#here,
0,The Other One,Tue Jan 15 2019 12:00pm,2019-01-15 12:00:00,Tue Jan 15 2019 2:00pm,2019-01-15 14:00:00,12:15pm,Sam Bush,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=155#here,“Bringing In The Geogia Mail”,Laps In Seven,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=163#here,(Sugar Hill Records 2006),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=117#here,
0,The Other One,Tue Jan 8 2019 12:00pm,2019-01-08 12:00:00,Tue Jan 8 2019 2:00pm,2019-01-08 14:00:00,12:04pm,Sam Bush,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=155#here,“Blue Mountain”,Circles Around Me,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=5593#here,(Sugar Hill Records 2009),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=117#here,
0,The Other One,Tue Jan 8 2019 12:00pm,2019-01-08 12:00:00,Tue Jan 8 2019 2:00pm,2019-01-08 14:00:00,12:10pm,The Travelin' McCoury's with the Jeff Austin Band,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156379#here,“Fire on the Mountain”,6/8/2017 Grateful Ball,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=444319#here,(Travelin' McCoury's),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=77039#here,
0,The Other One,Tue Jan 8 2019 12:00pm,2019-01-08 12:00:00,Tue Jan 8 2019 2:00pm,2019-01-08 14:00:00,12:20pm,Billy Strings,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=119816#here,"“Train, Train”","6-21-2018, Telluride Bluegrass Festival",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=428100#here,(Billy Strings),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=67010#here,R 
0,Higher Ground,Tue Jan 22 2019 2:00pm,2019-01-22 14:00:00,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,2:00pm,Grateful Dead,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=195#here,“Good Lovin'”,10/21/78,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=24119#here,(self),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=77#here,
0,Higher Ground,Tue Jan 22 2019 2:00pm,2019-01-22 14:00:00,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,2:07pm,The Provels,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=66482#here,“Slow Cheddar”,Greatest Hits,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=342128#here,(self 2017),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=77#here,
0,Higher Ground,Tue Jan 22 2019 2:00pm,2019-01-22 14:00:00,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,2:12pm,Bob Marley & The Wailers,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1986#here,“Exodus”,,,(Tuff Gong * 1978),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=98#here,
0,Howzit Bayou,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,4:03pm,Zydeco Crawdaddys,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1207#here,“Howzit Bayou?”,Saint Louis Mardi Gras,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=1391#here,(Jake The Dog Records 2007),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=18694#here,L
0,Howzit Bayou,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,4:07pm,"Huey ""Piano"" Smith & His Clowns",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=4746#here,"“Rockin' Pneumonia and the Boogie Woogie Flu, Pt. 1 and Pt. 2”","Having a Good Time With Huey 'Piano' Smith & His Clowns - The Very Best of, Vol. 1",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=6383#here,(Westside 1997),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=299#here,
0,Howzit Bayou,Tue Jan 22 2019 4:00pm,2019-01-22 16:00:00,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,4:11pm,Jambalaya Brass Band,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=24660#here,“Here Dey Come”,Habana to New Orleans,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=387588#here,(890 West Music 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=27403#here,
0,Howzit Bayou,Tue Jan 15 2019 4:00pm,2019-01-15 16:00:00,Tue Jan 15 2019 7:00pm,2019-01-15 19:00:00,4:02pm,Zydeco Crawdaddys,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1207#here,“Howzit Bayou?”,Saint Louis Mardi Gras,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=1391#here,(Jake The Dog Records 2007),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=18694#here,L
0,Howzit Bayou,Tue Jan 15 2019 4:00pm,2019-01-15 16:00:00,Tue Jan 15 2019 7:00pm,2019-01-15 19:00:00,4:05pm,Klicky Robinson,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156804#here,“When I Wanna See You”,Wardell Quezerque's Funky Funky New Orleans,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=445518#here,(Funky Delicacies),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=668#here,
0,Howzit Bayou,Tue Jan 15 2019 4:00pm,2019-01-15 16:00:00,Tue Jan 15 2019 7:00pm,2019-01-15 19:00:00,4:08pm,Johnny Adams,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=4555#here,“More Than One Way”,Wardell Quezerque's Funky Funky New Orleans,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=284658#here,(Funky Delicacies 2001),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=668#here,
0,Wax Lyrical,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,7:00pm,Thao & Mirah,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=22569#here,“Rubies and Rocks”,Thao & Mirah,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=44317#here,(Kill Rock Stars 2011),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=895#here,
0,Wax Lyrical,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,7:04pm,Swmrs,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=86718#here,“Lose it”,Drive North,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446773#here,(uncool records/Fueled By Ramen 2016),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=84352#here,
0,Wax Lyrical,Tue Jan 22 2019 7:00pm,2019-01-22 19:00:00,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,7:08pm,Charlotte Gainsbourg,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=26#here,“Deadly Valentine (Radio Edit)”,Deadly Valentine (Radio Edit) - Single,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=372607#here,(Because  Music 2017),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=70972#here,
0,Time Warp Radio,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,9:00pm,Gov't Mule,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1067#here,“Bad Little Doggie”,"Beacon Theatre, New York,N.Y. 12-31-2018",https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=445717#here,(self 2019),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=77#here,N 
0,Time Warp Radio,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,9:03pm,Wishbone Ash,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1765#here,“Phoenix”,Wishbone Ash,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=20702#here,(MCA Records unk 1970),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=2233#here,
0,Time Warp Radio,Tue Jan 22 2019 9:00pm,2019-01-22 21:00:00,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,9:14pm,The Guess Who,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=6738#here,“Pain Train (Live)”,Live At the Paramount,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=9781#here,(RCA 1972),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=317#here,
0,Time Warp Radio,Tue Jan 15 2019 9:00pm,2019-01-15 21:00:00,Tue Jan 15 2019 11:00pm,2019-01-15 23:00:00,9:00pm,Marcus Asmyhr,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=156433#here,“resurrection”,Resurrection,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=444496#here,(MaLe Records 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=83923#here,N 
0,Time Warp Radio,Tue Jan 15 2019 9:00pm,2019-01-15 21:00:00,Tue Jan 15 2019 11:00pm,2019-01-15 23:00:00,9:02pm,Yes,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=4501#here,“Yours Is No Disgrace”,The Yes Album,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=26637#here,(Atlantic Records 1971),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=891#here,
0,Time Warp Radio,Tue Jan 15 2019 9:00pm,2019-01-15 21:00:00,Tue Jan 15 2019 11:00pm,2019-01-15 23:00:00,9:12pm,Rush,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=577#here,“Yyz”,Moving Pictures (Remastered),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=10337#here,(Island Def Jam 1981),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=126#here,R 
0,Cure For Pain,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,Tue Jan 22 2019 1:00am,2019-01-22 01:00:00,11:00pm,Ben Lamar Gay,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=138862#here,“Kunni”,Benjamim e Edinho,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=439063#here,(International Anthem Recording Co. 2018),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=40475#here,N 
0,Cure For Pain,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,Tue Jan 22 2019 1:00am,2019-01-22 01:00:00,11:03pm,Afrikan Sciences,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=149085#here,“circuitous”,Circuitous,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=424206#here,(Pan 2014),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=10672#here,
0,Cure For Pain,Tue Jan 22 2019 11:00pm,2019-01-22 23:00:00,Tue Jan 22 2019 1:00am,2019-01-22 01:00:00,11:09pm,Dedekind Cut,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=115011#here,"“Das Expanded, Untitled Riff”",The Expanding Domain (Ded005) - EP,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=372363#here,(Hallow Ground 2017),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=70932#here,
0,The Night Shift,Wed Jan 23 2019 1:00am,2019-01-23 01:00:00,Wed Jan 23 2019 3:00am,2019-01-23 03:00:00,1:00am,Bob Marley & The Wailers,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1986#here,“Night Shift”,Rastaman Vibrations,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=18566#here,(Tuff Gong * 1976),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=98#here,
0,The Night Shift,Wed Jan 23 2019 1:00am,2019-01-23 01:00:00,Wed Jan 23 2019 3:00am,2019-01-23 03:00:00,1:02am,Jallanzo,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=157206#here,“Late Night Session”,Late Night Session (Instrumental,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446784#here,(Jallanzo The Dub Wizard 2019),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=84357#here,
0,The Night Shift,Wed Jan 23 2019 1:00am,2019-01-23 01:00:00,Wed Jan 23 2019 3:00am,2019-01-23 03:00:00,1:08am,Alborosie,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1857#here,“Midnight Dub Ravers”,Alborosie Meets Roots Radics: Dub For The Radicals,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=446785#here,(VP 2019),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=741#here,
0,The Night Shift,Wed Jan 16 2019 1:00am,2019-01-16 01:00:00,Wed Jan 16 2019 3:00am,2019-01-16 03:00:00,1:00am,Bob Marley & The Wailers,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=1986#here,“Night Shift”,Rastaman Vibrations,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=18566#here,(Tuff Gong * 1976),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=98#here,
0,The Night Shift,Wed Jan 16 2019 1:00am,2019-01-16 01:00:00,Wed Jan 16 2019 3:00am,2019-01-16 03:00:00,1:03am,Dubtonic Kru,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=24447#here,“Jah Love (Dub)”,Dub Conscious,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=222143#here,(Dub Tonic Kru 2016),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=55070#here,
0,The Night Shift,Wed Jan 16 2019 1:00am,2019-01-16 01:00:00,Wed Jan 16 2019 3:00am,2019-01-16 03:00:00,1:06am,Clinton Fearon,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=a&dbid=2621#here,“this morning”,Waiting - EP,https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=d&dbid=286717#here,(Wagram Music / Chapter Two Records 2016),https://spinitron.com/radio/playlist.php?station=kdhx&sv=l&dbdetail=l&dbid=22063#here,
